,Player ID,Name,Full Name,Team Name,Position,Height,Weight,Birth Date,Birth Place,Retired,Player Url,Current Team ID,All Teams,Total Seasons,Total Games,Games Started,Total Minutes Played,Field Goals,Field Goals Attempted,Field Goal %,3pt,3pt Attempted,3pt %,2pt,2pt Attempted,2pt %,Free Throws,Free Throws Attempted,Free Throws %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
726,822,Lester Conner,Lester Allen Conner,retired,G,76,180.0,September 17 1959,"Memphis, Tennessee",True,/players/c/connele01.html,0.0,"[10, 3, 17, 11, 13, 12, 14]",12,761.0,285.0,15978.0,3.89,8.63,45.15,0.05,0.25,20.17,3.86,8.37,46.14,2.48,3.32,74.75,1.47,2.96,4.45,6.39,2.64,0.16,2.2,2.53,10.37
727,824,Will Conroy,William James Conroy,retired,G,74,195.0,December 8 1982,"Portland, Oregon",True,/players/c/conrowi01.html,0.0,"[11, 13, 18, 15]",3,23.0,0.0,160.0,0.68,5.64,11.98,0.0,1.35,0.0,0.68,4.29,15.75,0.22,2.71,8.31,1.59,2.49,4.02,5.61,0.0,0.0,1.81,4.49,1.58
728,825,Anthony Cook,Anthony Lacquise Cook,retired,F-C,81,205.0,March 19 1967,"Los Angeles, California",True,/players/c/cookan01.html,0.0,"[8, 17, 25, 22]",4,141.0,25.0,1702.0,4.07,9.15,44.52,0.0,0.16,0.0,4.07,8.99,45.29,2.05,3.97,51.67,4.06,6.2,10.25,0.78,0.95,2.21,1.64,3.41,10.18
729,826,Bert Cook,Bertram Eugene Cook,retired,G-F,75,185.0,April 26 1929,"Hooper, Utah",True,/players/c/cookbe01.html,0.0,[],1,37.0,0.8530571791933037,424.0,3.6,11.3,31.86,0.0,0.0,0.0,3.6,11.3,31.86,2.9,4.2,69.05,1.67,4.43,6.1,2.8,0.0,0.0,0.0,3.3,10.0
730,828,Brian Cook,Brian Joshua Cook,retired,F,81,234.0,December 4 1980,"Lincoln, Illinois",True,/players/c/cookbr01.html,0.0,"[14, 22, 13, 11, 30]",9,534.0,76.0,6725.0,5.67,13.34,42.48,1.74,4.73,36.78,3.94,8.63,45.63,1.36,1.71,79.57,1.9,5.17,7.06,1.56,0.85,0.85,1.68,5.11,14.49
731,829,Daequan Cook,Daequan Cook,retired,G,77,205.0,April 28 1987,"Dayton, Ohio",True,/players/c/cookda02.html,0.0,"[16, 21, 5, 11]",6,377.0,50.0,6434.0,4.55,12.44,36.57,2.63,7.41,35.46,1.88,5.03,37.41,0.94,1.14,82.39,0.47,3.8,4.26,1.47,0.73,0.31,1.08,2.83,12.59
732,830,Darwin Cook,Darwin Louis Cook,retired,G,75,184.0,August 6 1958,"Los Angeles, California",True,/players/c/cookda01.html,0.0,"[3, 27, 8]",8,678.0,187.74034914017543,15299.0,6.37,14.0,45.48,0.15,0.76,19.99,6.2,13.25,46.8,2.05,2.67,76.8,1.07,2.25,3.33,5.58,2.64,0.51,2.84,3.38,14.88
733,831,Jeff Cook,Jeffrey James Cook,retired,F-C,82,215.0,October 21 1956,"West Covina, California",True,/players/c/cookje01.html,0.0,"[24, 6, 27, 29]",8,701.0,152.72463489472054,12691.0,3.99,8.52,46.76,0.0,0.06,0.0,3.99,8.45,47.14,2.01,2.81,71.53,3.21,5.5,8.7,2.54,1.1,0.78,2.09,4.99,9.97
734,832,Norm Cook,Norman Cook,retired,F,80,210.0,March 21 1955,"Chicago, Illinois",True,/players/c/cookno01.html,0.0,"[2, 8]",2,27.0,1.5481292364466326,148.0,6.77,18.26,37.08,0.0,0.0,0.0,6.77,18.26,37.08,2.14,4.1,52.27,2.67,4.59,7.26,1.46,2.42,0.75,0.0,7.5,15.78
735,833,Omar Cook,Omar Cook,retired,G,73,190.0,January 28 1982,"Brooklyn, New York",True,/players/c/cookom01.html,0.0,"[25, 28]",2,22.0,0.0,213.0,2.88,8.63,33.33,0.0,0.86,0.0,2.88,7.74,37.16,0.52,1.01,51.72,0.87,1.36,2.23,7.76,2.7,0.17,2.7,3.36,6.24
736,834,Quinn Cook,Quinn Cook,Los Angeles Lakers,G,73,179.0,March 23 1993,"Washington, District of Columbia",False,/players/c/cookqu01.html,14.0,"[10, 14, 7]",4,169.0,28.0,2562.0,6.48,13.81,46.88,2.42,5.86,41.21,4.1,7.96,51.55,0.75,0.98,76.59,0.57,3.53,4.08,4.11,0.72,0.06,1.85,2.77,16.16
737,835,Tyler Cook,Tyler Cook,Cleveland Cavaliers,F,80,255.0,September 23 1997,"St. Louis, Missouri",False,/players/c/cookty01.html,6.0,[6],1,11.0,0.0,35.0,7.2,10.3,69.9,0.0,0.0,0.0,7.2,10.3,69.9,5.1,6.2,82.26,4.1,6.2,10.3,1.0,1.0,0.0,1.0,4.1,19.5
738,836,Charles Cooke,Charles Cooke III,retired,G,77,196.0,July 1 1994,"Trenton, New Jersey",True,/players/c/cookech01.html,0.0,[],1,13.0,0.0,38.0,1.9,13.3,14.29,0.9,7.6,11.84,0.9,5.7,15.79,0.9,1.9,47.37,0.0,1.9,1.9,0.9,0.9,0.0,0.9,0.0,5.7
739,837,David Cooke,David D. Cooke,retired,F,80,230.0,September 27 1963,"Sacramento, California",True,/players/c/cookeda01.html,0.0,[],1,6.0,0.0,38.0,1.9,10.4,18.27,0.0,0.0,0.0,1.9,10.4,18.27,4.7,9.5,49.47,4.7,4.7,9.5,0.9,3.8,0.0,1.9,4.7,8.5
740,838,Joe Cooke,Joseph Cooke Jr.,retired,G,75,175.0,August 14 1948,Unknown,True,/players/c/cookejo01.html,0.0,[],1,73.0,0.0,725.0,6.7,16.9,39.64,0.0,0.0,0.0,6.7,16.9,39.64,2.4,2.9,82.76,1.27,4.43,5.7,4.6,0.0,0.0,0.0,6.7,15.7
741,839,Jack Cooley,Jack Ryan Cooley,retired,F-C,81,260.0,April 4 1991,"Evanston, Illinois",True,/players/c/cooleja01.html,0.0,"[29, 26]",2,23.0,0.0,174.0,4.55,10.15,44.83,0.0,0.0,0.0,4.55,10.15,44.83,4.75,8.3,57.23,4.95,6.4,11.35,1.45,1.45,0.6,1.2,7.45,13.9
742,840,Chuck Cooper,Charles Henry Cooper,retired,F,77,210.0,September 29 1926,"Pittsburgh, Pennsylvania",True,/players/c/coopech01.html,0.0,[2],5,410.0,174.35055789340421,9108.0,3.27,9.7,33.76,0.0,0.0,0.0,3.27,9.7,33.76,2.98,4.04,73.85,3.87,4.44,8.31,2.55,0.0,0.0,0.0,4.43,9.55
743,841,Duane Cooper,Samuel Duane Cooper,retired,G,73,185.0,June 25 1969,"Benton Harbor, Michigan",True,/players/c/coopedu01.html,0.0,"[14, 24]",2,88.0,2.0,781.0,3.73,9.17,40.66,0.38,1.73,22.05,3.34,7.43,45.0,1.66,2.35,70.74,0.67,2.07,2.73,8.23,0.97,0.08,4.14,3.61,9.4
744,842,Joe Cooper,Joseph Edward Cooper,retired,C-F,82,230.0,September 1 1957,"Houston, Texas",True,/players/c/coopejo01.html,0.0,"[14, 3]",3,44.0,9.0,722.0,4.1,8.03,51.13,0.0,0.0,0.0,4.1,8.03,51.13,1.71,3.17,54.1,4.37,4.76,9.13,1.79,0.99,2.07,3.26,5.34,9.92
745,843,Michael Cooper,Michael Jerome Cooper,retired,G-F,77,170.0,April 15 1956,"Los Angeles, California",True,/players/c/coopemi01.html,0.0,[],12,873.0,201.05282142273003,23635.0,4.58,9.8,46.68,0.66,1.94,34.04,3.92,7.88,49.79,1.93,2.33,82.67,1.12,3.09,4.23,5.6,1.56,0.8,2.16,3.53,11.77
746,844,Wayne Cooper,Artis Wayne Cooper,retired,C-F,82,220.0,November 16 1956,"Milan, Georgia",True,/players/c/coopewa01.html,0.0,"[8, 25, 10, 7, 29]",14,984.0,520.2939797482957,20274.0,5.76,12.61,45.68,0.01,0.09,11.13,5.74,12.52,45.86,2.29,3.11,73.67,3.82,7.02,10.83,1.51,0.53,2.72,2.1,5.59,13.81
747,845,Tom Copa,Thomas James Copa,retired,C,82,275.0,October 30 1964,"Robbinsdale, Minnesota",True,/players/c/copato01.html,0.0,[],1,33.0,1.0,132.0,6.0,10.9,55.05,0.0,0.0,0.0,6.0,10.9,55.05,1.1,3.5,31.43,3.8,6.0,9.8,0.8,0.5,1.6,2.2,7.9,13.1
748,846,Chris Copeland,Christopher Stephen Copeland,retired,F,81,239.0,March 17 1984,"Orange, New Jersey",True,/players/c/copelch01.html,0.0,"[12, 20, 17]",4,171.0,26.0,2111.0,6.25,14.66,42.68,2.66,7.19,36.98,3.6,7.43,48.44,1.89,2.57,73.53,1.1,3.5,4.63,1.8,0.57,0.53,2.22,4.03,17.01
749,847,Hollis Copeland,Hollis Alphonso Copeland Jr.,retired,F,78,180.0,December 20 1955,"Trenton, New Jersey",True,/players/c/copelho01.html,0.0,[],2,93.0,10.667682101408907,1260.0,5.63,11.6,48.49,0.0,0.09,0.0,5.63,11.51,48.87,1.95,2.62,74.67,2.08,2.5,4.58,2.52,1.83,0.78,2.47,4.98,13.29
750,848,Lanard Copeland,Lanard Copeland,retired,G,78,190.0,July 16 1965,"Atlanta, Georgia",True,/players/c/copella01.html,0.0,"[23, 13]",2,33.0,0.0,158.0,8.61,20.75,41.5,0.21,1.57,13.31,8.4,19.14,43.9,2.96,3.66,80.97,1.12,2.76,3.88,3.14,0.66,0.21,5.23,3.84,20.49
751,849,Tyrone Corbin,Tyrone Kennedy Corbin,retired,G-F,78,210.0,December 31 1962,"Columbia, South Carolina",True,/players/c/corbity01.html,0.0,"[1, 29, 18, 24, 26, 6, 27, 16, 28]",16,1363.0,489.0,34057.0,5.06,11.07,45.69,0.22,0.73,29.93,4.85,10.34,46.93,2.32,2.95,78.82,2.3,4.38,6.68,2.46,1.58,0.36,1.74,3.45,12.67
752,850,Chris Corchiani,Christopher Corchiani,retired,G,72,185.0,March 28 1968,"Coral Gables, Florida",True,/players/c/corchch01.html,0.0,"[22, 2]",3,122.0,1.0,1418.0,3.67,8.5,43.14,0.52,2.05,25.61,3.16,6.46,48.95,3.77,4.69,80.42,0.72,2.74,3.46,6.59,2.02,0.12,3.24,4.51,11.68
753,852,Ray Corley,Raymond Charles Corley,retired,G,72,180.0,January 14 1928,"Staten Island, New York",True,/players/c/corlera01.html,0.0,[],1,8.0,0.8003057469269046,65.0,1.7,13.3,12.78,0.0,0.0,0.0,1.7,13.3,12.78,2.8,3.3,84.85,0.0,2.8,2.8,2.8,0.0,0.0,0.0,10.0,6.1
754,853,Dave Corzine,David John Corzine,retired,C,83,250.0,April 25 1956,"Arlington Heights, Illinois",True,/players/c/corzida01.html,0.0,"[5, 27, 22]",13,891.0,348.46765189991487,20772.0,5.36,11.1,48.29,0.01,0.09,8.75,5.34,11.01,48.49,2.44,3.27,74.72,3.03,6.09,9.1,2.55,0.65,1.48,2.34,3.37,13.19
755,854,Larry Costello,Lawrence Ronald Costello,retired,G,73,186.0,July 2 1931,"Minoa, New York",True,/players/c/costela01.html,0.0,[],12,706.0,507.51998366282737,21198.0,5.27,11.99,43.91,0.0,0.0,0.0,5.27,11.99,43.91,4.13,4.92,83.96,0.46,4.15,4.61,5.47,0.0,0.0,0.0,3.94,14.64
756,855,Matt Costello,Matthew Tyler Costello,retired,F,81,245.0,August 5 1993,"Linwood, Michigan",True,/players/c/costema01.html,0.0,[],1,4.0,0.0,32.0,2.3,4.5,51.11,0.0,0.0,0.0,2.3,4.5,51.11,0.0,0.0,0.0,1.1,9.0,10.1,2.3,2.3,2.3,1.1,7.9,4.5
757,856,Bryce Cotton,Bryce Jiron Cotton,retired,G,73,165.0,August 11 1992,"Tucson, Arizona",True,/players/c/cottobr01.html,0.0,"[29, 15, 24]",2,31.0,0.0,237.0,5.65,13.49,41.84,1.07,3.94,27.25,4.57,9.59,47.71,2.28,2.75,82.93,0.47,2.28,2.75,3.2,1.52,0.0,3.33,1.54,14.58
758,858,James Cotton,James Wesley Cotton,retired,G,77,220.0,December 14 1975,"Los Angeles, California",True,/players/c/cottoja02.html,0.0,[],2,19.0,0.0,92.0,5.49,15.27,35.98,0.0,2.73,0.0,5.49,12.54,43.82,8.19,10.57,77.46,1.56,4.72,6.24,0.0,1.55,0.39,3.49,3.56,19.21
759,859,John Coughran,John Douglas Coughran,retired,F,79,225.0,September 12 1951,"Pittsburg, California",True,/players/c/coughjo01.html,0.0,[],1,24.0,0.0,160.0,6.5,18.2,35.71,0.5,2.0,25.0,6.1,16.2,37.65,1.8,3.2,56.25,0.5,3.8,4.3,2.7,1.6,0.2,2.9,5.4,15.3
760,860,Mel Counts,Mel Grant Counts,retired,C-F,84,230.0,October 16 1941,"Coos Bay, Oregon",True,/players/c/countme01.html,0.0,"[14, 24, 2, 23]",12,911.0,199.8066034655661,15241.0,7.01,16.13,43.48,0.0,0.0,0.0,7.01,16.13,43.48,3.05,4.04,75.43,7.66,4.99,12.65,2.87,0.2,0.18,0.0,6.02,17.11
761,861,Steve Courtin,Stephen Edward Courtin,retired,G,73,188.0,September 21 1942,"Philadelphia, Pennsylvania",True,/players/c/courtst01.html,0.0,[],1,24.0,2.9522464317233617,317.0,4.8,11.7,41.03,0.0,0.0,0.0,4.8,11.7,41.03,1.9,2.4,79.17,0.0,2.5,2.5,2.5,0.0,0.0,0.0,5.0,11.5
762,862,Joe Courtney,Joseph Pierre Courtney III,retired,F,80,235.0,October 17 1969,"Jackson, Mississippi",True,/players/c/courtjo01.html,0.0,"[24, 6, 17, 10, 5, 27, 23]",4,169.0,2.0,1298.0,5.47,12.6,43.42,0.11,0.16,66.67,5.36,12.44,43.12,2.53,3.89,65.16,2.92,3.47,6.39,1.24,0.95,1.13,2.14,5.13,13.57
763,863,Marcus Cousin,Marcus Lynn Cousin,retired,C,83,245.0,December 18 1986,"Baltimore, Maryland",True,/players/c/cousima01.html,0.0,[],1,4.0,0.0,18.0,4.0,6.0,66.67,0.0,0.0,0.0,4.0,6.0,66.67,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,8.0
764,864,DeMarcus Cousins,DeMarcus Amir Cousins,Los Angeles Lakers,C-F,83,270.0,August 13 1990,"Mobile, Alabama",True,/players/c/couside01.html,14.0,"[26, 10]",9,637.0,615.0,20543.0,8.63,18.8,45.91,0.82,2.44,33.59,7.81,16.35,47.78,6.34,8.56,74.11,3.01,9.12,12.14,3.78,1.58,1.4,3.96,4.3,24.44
765,865,Bob Cousy,Robert Joseph Cousy,retired,G,73,175.0,August 9 1928,"New York, New York",True,/players/c/cousybo01.html,0.0,[2],13,855.0,760.9587531239114,30165.0,6.88,18.28,37.66,0.0,0.0,0.0,6.88,18.28,37.66,5.19,6.44,80.55,0.78,4.37,5.15,7.89,0.0,0.0,0.0,2.46,18.94
766,866,Robert Covington,Robert Covington,Houston Rockets,F,79,211.0,December 14 1990,"Bellwood, Illinois",False,/players/c/covinro01.html,11.0,"[23, 18, 11]",7,467.0,417.0,14080.0,5.14,12.47,41.21,2.82,7.81,36.06,2.32,4.65,49.9,2.21,2.76,79.84,1.08,5.64,6.72,1.72,2.02,1.07,2.0,3.7,15.3
767,867,Dave Cowens,David William Cowens,retired,C-F,81,230.0,October 25 1948,"Newport, Kentucky",True,/players/c/cowenda01.html,0.0,"[2, 17]",11,766.0,749.0,29565.0,6.99,15.2,46.0,0.0,0.02,0.0,6.99,15.18,46.05,2.47,3.15,78.41,5.02,7.71,12.72,3.54,0.73,0.59,0.66,3.56,16.47
768,868,Chubby Cox,John Arthur Cox III,retired,G,74,180.0,December 29 1955,"Philadelphia, Pennsylvania",True,/players/c/coxch01.html,0.0,[],1,7.0,0.0,78.0,6.0,17.1,35.09,0.0,0.9,0.0,6.0,16.2,37.04,1.4,2.8,50.0,3.2,1.4,4.6,2.8,0.0,0.5,4.2,7.4,13.4
769,869,Johnny Cox,Johnny W. Cox,retired,G,76,180.0,November 1 1936,"Neon, Kentucky",True,/players/c/coxjo01.html,0.0,[],1,73.0,33.01219118694658,1685.0,5.1,12.1,42.15,0.0,0.0,0.0,5.1,12.1,42.15,2.0,2.9,68.97,1.57,4.43,6.0,3.0,0.0,0.0,0.0,3.2,12.2
770,870,Wesley Cox,Wesley Cox,retired,F,78,215.0,January 27 1955,"Louisville, Kentucky",True,/players/c/coxwe01.html,0.0,[],2,74.0,1.2466221568936493,813.0,5.41,13.08,41.37,0.0,0.0,0.0,5.41,13.08,41.37,4.33,8.48,51.14,2.64,6.45,9.14,1.04,1.52,0.67,3.56,6.63,15.16
771,871,Allen Crabbe,Allen Crabbe,Minnesota Timberwolves,G-F,77,212.0,April 9 1992,"Los Angeles, California",False,/players/c/crabbal01.html,18.0,"[25, 1, 18]",7,416.0,114.0,9756.0,4.74,11.31,41.92,2.4,6.31,38.02,2.33,4.97,46.95,1.47,1.75,83.84,0.46,3.81,4.24,1.73,0.89,0.4,1.12,2.99,13.37
772,872,Torrey Craig,Torrey Craig,Denver Nuggets,G-F,79,215.0,December 19 1990,"Columbia, South Carolina",False,/players/c/craigto01.html,8.0,[8],3,156.0,61.0,2892.0,3.71,8.4,44.15,1.36,4.19,32.6,2.44,4.21,58.0,1.14,1.71,66.73,2.12,4.51,6.62,1.53,0.8,1.11,1.05,4.15,9.95
773,873,Chris Crawford,Christopher Lee Crawford,retired,F,81,235.0,May 13 1975,"Kalamazoo, Michigan",True,/players/c/crawfch01.html,0.0,[],7,252.0,92.0,3985.0,5.52,12.57,43.94,0.62,1.84,33.62,4.85,10.77,45.08,3.31,4.0,82.71,1.84,3.09,4.93,1.39,0.91,0.72,2.09,4.46,14.95
774,874,Freddie Crawford,Frederick Russell Crawford Jr.,retired,G-F,76,189.0,December 23 1941,"New York, New York",True,/players/c/crawffr01.html,0.0,"[14, 17, 20, 23]",5,417.0,87.54390627340598,6881.0,6.11,13.87,44.01,0.0,0.0,0.0,6.11,13.87,44.01,2.76,4.69,58.83,1.03,4.43,5.46,4.34,0.0,0.0,0.0,4.93,14.96
775,875,Jamal Crawford,Aaron Jamal Crawford,retired,G,77,185.0,March 20 1980,"Seattle, Washington",True,/players/c/crawfja01.html,0.0,"[13, 20, 5, 1, 18, 24, 25, 10]",19,1391.0,498.0,41467.0,6.23,15.18,41.05,2.06,5.88,34.96,4.17,9.28,44.92,3.48,4.02,86.41,0.42,2.3,2.72,4.18,1.06,0.25,2.28,1.82,17.98
776,876,Joe Crawford,Joseph Reshard Crawford III,retired,F,77,210.0,June 17 1986,"Detroit, Michigan",True,/players/c/crawfjo01.html,0.0,[],1,2.0,0.0,23.0,4.7,15.7,29.94,1.6,6.3,25.4,3.1,9.4,32.98,3.1,3.1,100.0,1.6,4.7,6.3,1.6,1.6,0.0,0.0,3.1,14.1
777,877,Jordan Crawford,Jordan Lee Crawford,retired,G,76,195.0,October 23 1988,"Detroit, Michigan",True,/players/c/crawfjo02.html,0.0,"[30, 2, 10, 1]",6,474.0,166.0,11438.0,6.62,16.2,40.88,1.68,5.35,31.32,4.94,10.84,45.6,2.76,3.31,83.42,0.79,2.97,3.78,4.72,1.01,0.12,2.79,2.28,17.7
778,878,Mitch Creek,Mitchell Creek,retired,G,77,216.0,April 27 1992,"Horsham, Australia",True,/players/c/creekmi01.html,0.0,[18],1,10.0,0.0,96.0,6.0,12.0,50.0,0.0,1.5,0.0,6.0,10.5,57.14,3.72,5.22,71.29,4.5,4.5,9.0,4.5,1.5,0.0,0.72,2.28,15.77
779,879,Jim Creighton,Jim Creighton,retired,F,80,200.0,April 18 1950,"Billings, Montana",True,/players/c/creigji01.html,0.0,[],1,32.0,0.0,172.0,2.5,9.0,27.78,0.0,0.0,0.0,2.5,9.0,27.78,1.5,3.3,45.45,2.7,6.7,9.4,0.8,0.4,1.9,0.0,4.8,6.5
780,880,Ron Crevier,Ronald Joseph Oscar Camille Crevier,retired,C,84,235.0,April 14 1958,"Montreal, Canada",True,/players/c/creviro01.html,0.0,"[9, 10]",1,6.0,0.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,18.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0
781,882,Joe Crispin,Joseph Steven Crispin,retired,G,72,185.0,July 18 1979,"Pitman, New Jersey",True,/players/c/crispjo01.html,0.0,"[24, 14]",1,42.0,0.0,312.0,5.99,15.68,38.21,3.49,9.01,38.69,2.51,6.72,37.31,2.77,2.99,92.6,0.5,2.07,2.52,6.0,1.17,0.0,2.3,2.29,18.23
782,883,Charlie Criss,Charles Washington Criss Jr.,retired,G,68,165.0,November 6 1948,"Valhalla, New York",True,/players/c/crissch01.html,0.0,"[1, 17]",8,488.0,164.1556380757845,10567.0,5.29,12.24,43.21,0.09,0.46,20.37,5.21,11.77,44.23,3.54,4.23,83.7,0.47,1.87,2.37,5.32,1.43,0.11,2.48,2.38,14.26
783,885,Winston Crite,Winston Arnel Crite,retired,F,79,233.0,June 20 1965,"Bakersfield, California",True,/players/c/critewi01.html,0.0,[],2,31.0,0.0,264.0,4.59,9.69,47.39,0.0,0.0,0.0,4.59,9.69,47.39,2.64,3.42,77.14,3.85,5.08,8.83,2.05,0.68,1.08,3.56,5.9,11.82
784,886,Javaris Crittenton,Javaris Cortez Crittenton,retired,G,77,200.0,December 31 1987,"Atlanta, Georgia",True,/players/c/crittja01.html,0.0,"[30, 15, 14]",2,226.0,20.0,3706.0,4.46,10.07,44.3,0.25,1.01,24.21,4.25,9.07,46.83,2.41,3.81,63.43,1.61,3.71,5.36,3.89,1.13,0.16,2.64,2.89,11.55
785,887,Dillard Crocker,James Dillard Crocker,retired,F-G,76,205.0,January 19 1925,"Coffee County, Tennessee",True,/players/c/crockdi01.html,0.0,[33],2,137.0,34.18013458575663,2342.0,4.52,12.95,34.9,0.0,0.0,0.0,4.52,12.95,34.9,5.0,7.39,67.62,0.57,4.43,5.0,2.71,0.0,0.0,0.0,7.13,14.1
786,889,Geoff Crompton,Jeffrey Crompton,retired,C,83,280.0,July 4 1955,"Burlington, North Carolina",True,/players/c/crompge01.html,0.0,"[17, 8, 27, 6, 25]",5,82.0,1.5116321328929372,495.0,2.93,7.86,37.3,0.0,0.0,0.0,2.93,7.86,37.3,1.4,3.14,44.47,3.44,6.7,10.12,2.03,0.73,1.65,3.12,6.63,7.19
787,890,Terry Crosby,Terry Dale Crosby,retired,G,76,195.0,January 4 1957,"Toledo, Ohio",True,/players/c/crosbte01.html,0.0,[],1,4.0,1.2857340543171165,28.0,2.6,5.1,50.98,0.0,0.0,0.0,2.6,5.1,50.98,2.6,2.6,100.0,0.0,1.3,1.3,9.0,0.0,0.0,6.4,5.1,7.7
788,891,Austin Croshere,Austin Nathan Croshere,retired,F,81,235.0,May 1 1975,"Los Angeles, California",True,/players/c/croshau01.html,0.0,"[12, 7, 10, 17, 27]",12,673.0,88.0,11580.0,4.68,11.5,40.7,1.34,3.97,33.89,3.34,7.53,44.33,3.32,3.87,85.77,2.22,6.16,8.34,1.98,0.74,0.67,2.05,3.43,14.02
789,892,Jeff Cross,Jeffrey A. Cross,retired,F,82,240.0,September 1 1961,"Chicago, Illinois",True,/players/c/crossje01.html,0.0,[],1,21.0,0.0,128.0,1.7,6.8,25.0,0.0,0.0,0.0,1.7,6.8,25.0,3.9,7.0,55.71,2.5,5.9,8.4,0.3,0.6,0.8,1.7,10.7,7.3
790,893,Pete Cross,Peter Michael Cross,retired,C-F,81,230.0,March 28 1948,Unknown,True,/players/c/crosspe01.html,0.0,[],3,211.0,74.00172168689755,3932.0,3.72,8.79,42.28,0.0,0.0,0.0,3.72,8.79,42.28,2.37,3.44,68.97,10.03,4.46,14.49,1.84,0.0,0.0,0.0,3.71,9.84
791,894,Russell Cross,Russell Cross Jr.,retired,C,82,215.0,September 5 1961,"Chicago, Illinois",True,/players/c/crossru01.html,0.0,[],1,45.0,0.0,354.0,6.5,11.4,57.02,0.0,0.0,0.0,6.5,11.4,57.02,3.9,9.3,41.94,3.6,4.8,8.3,2.2,1.2,0.7,1.9,5.9,16.9
792,896,John Crotty,John Kevin Crotty,retired,G,73,185.0,July 15 1969,"Orange, New Jersey",True,/players/c/crottjo01.html,0.0,"[29, 9, 6, 16, 25, 8]",11,504.0,6.0,6177.0,3.95,9.17,43.13,0.93,2.42,38.65,3.02,6.77,44.63,3.23,3.85,84.03,0.86,2.26,3.12,6.18,1.12,0.11,2.7,3.67,12.01
793,898,Mark Crow,Mark Harvey Crow,retired,F,79,210.0,October 22 1954,"Edwards AFB, California",True,/players/c/crowma01.html,0.0,[],1,15.0,0.905336088062924,154.0,8.2,18.7,43.85,0.0,0.0,0.0,8.2,18.7,43.85,3.3,4.7,70.21,3.3,3.0,6.3,1.9,1.2,0.2,2.8,5.6,19.6
794,899,Corey Crowder,Jonathan Corey Crowder,retired,G-F,77,214.0,April 13 1969,"Carrollton, Georgia",True,/players/c/crowdco01.html,0.0,"[29, 27]",2,58.0,0.0,357.0,4.52,12.31,36.73,1.29,3.44,37.41,3.24,8.87,36.47,1.67,2.44,68.61,1.75,2.68,4.44,1.84,0.83,0.18,1.49,3.59,12.09
795,900,Jae Crowder,Corey Jae Crowder,Miami Heat,F,78,235.0,July 6 1990,"Villa Rica, Georgia",False,/players/c/crowdja01.html,16.0,"[2, 7, 29, 6, 15, 16]",8,803.0,400.0,19762.0,4.77,11.48,41.52,1.99,6.02,33.02,2.78,5.46,50.99,2.28,2.89,79.01,1.11,4.89,6.0,2.23,1.4,0.46,1.27,2.92,13.77
796,902,Jarrett Culver,Jarrett Culver,Minnesota Timberwolves,G,78,195.0,February 20 1999,"Dallas, Texas",False,/players/c/culveja01.html,18.0,[18],1,52.0,35.0,1268.0,5.3,13.7,38.69,1.5,5.3,28.3,3.8,8.3,45.78,1.3,2.8,46.43,1.7,3.3,5.0,2.7,1.4,1.0,2.0,2.9,13.4
797,903,Pat Cummings,Patrick Michael Cummings,retired,F-C,81,230.0,July 11 1956,"Johnstown, Pennsylvania",True,/players/c/cummipa01.html,0.0,"[17, 20, 7, 16, 29]",12,683.0,311.9540276565924,14516.0,6.77,13.65,49.62,0.0,0.04,0.0,6.77,13.61,49.77,2.63,3.54,74.28,2.89,6.6,9.48,1.99,0.9,0.41,2.85,5.05,16.19
798,904,Terry Cummings,Robert Terrell Cummings,retired,F,81,220.0,March 15 1961,"Chicago, Illinois",True,/players/c/cummite01.html,0.0,"[17, 27, 10, 23, 20]",18,1257.0,818.0,35083.0,8.45,17.5,48.27,0.04,0.14,28.0,8.4,17.34,48.42,3.48,4.94,70.55,3.36,5.78,9.15,2.3,1.32,0.68,2.31,4.12,20.45
799,905,Vonteego Cummings,Vonteego Marfeek Cummings,retired,G,75,185.0,February 29 1976,"Thomson, Georgia",True,/players/c/cummivo01.html,0.0,"[10, 23]",3,199.0,23.0,3789.0,4.95,12.91,38.3,1.07,3.2,33.33,3.88,9.67,40.13,2.16,3.02,71.49,1.09,2.41,3.54,5.1,1.65,0.31,2.49,3.7,13.12
800,906,Billy Cunningham,William John Cunningham,retired,F-C,78,210.0,June 3 1943,"Brooklyn, New York",True,/players/c/cunnibi01.html,0.0,[23],9,654.0,555.778345594784,22406.0,8.23,18.43,44.65,0.0,0.0,0.0,8.23,18.43,44.65,5.44,7.59,71.74,5.75,4.9,10.65,4.22,0.18,0.07,0.0,3.9,21.89
801,907,Dante Cunningham,Dante Cunningham,retired,F,80,230.0,April 22 1987,"Clinton, Maryland",True,/players/c/cunnida01.html,0.0,"[18, 25, 15, 27, 4]",10,866.0,238.0,18074.0,4.29,9.18,46.74,0.55,1.61,33.89,3.74,7.58,49.33,0.87,1.38,63.26,1.94,4.54,6.47,1.18,1.11,0.81,0.87,3.02,10.01
